density,total_population,countyfips,cancer,binge,csmoking,lpa,sleep
7.6,2016,29227,6.7,18.0,22.4,33.1,34.4
27.0,18393,29229,6.7,16.0,29.6,39.8,35.9
4823.9,298643,29510,6.2,17.2,19.8,32.2,36.8
1.7,9466,30001,6.7,24.2,17.4,21.7,31.7
2.6,13231,30003,6.6,19.5,27.4,29.5,37.4
1.6,6682,30005,6.8,21.3,27.5,28.2,37.0
5.3,6304,30007,6.7,23.5,18.4,20.8,31.5
5.3,10768,30009,6.7,25.3,16.9,19.3,33.0
0.4,1263,30011,6.8,24.8,19.1,23.2,32.7
30.2,81399,30013,6.6,24.2,19.5,21.8,35.9
1.4,5642,30015,6.7,23.0,20.3,25.0,34.4
3.0,11388,30017,6.8,21.8,18.5,23.4,33.3
1.2,1694,30019,6.7,25.7,17.5,21.4,33.0
3.6,8566,30021,6.6,25.0,18.1,22.9,34.5
12.5,9181,30023,6.7,24.7,21.9,25.7,34.2
1.7,2824,30025,6.7,25.8,17.9,21.4,33.6
2.5,11044,30027,6.7,22.8,18.4,21.1,31.8
20.6,104638,30029,6.8,22.4,17.2,19.3,30.1
44.4,115484,30031,6.6,22.4,12.4,15.7,28.4
0.3,1260,30033,6.8,23.2,20.2,23.1,33.2
4.6,13707,30035,6.8,21.6,29.3,29.9,36.6
0.7,823,30037,6.6,22.5,19.6,24.4,33.0
2.0,3405,30039,6.7,24.6,17.8,21.5,31.8
5.7,16497,30041,6.8,23.0,23.6,26.4,36.4
7.4,12296,30043,6.7,23.5,15.9,18.7,31.0
1.1,2020,30045,6.7,24.2,17.4,22.7,31.7
20.5,30557,30047,6.8,21.6,21.2,21.6,33.5
20.2,69852,30049,6.6,22.7,16.2,17.5,30.5
1.6,2339,30051,6.8,22.8,24.2,29.4,33.4
5.6,20110,30053,6.7,22.7,20.1,24.6,34.8
0.6,1661,30055,6.7,24.7,18.7,22.6,32.9
2.4,8726,30057,6.6,23.3,15.4,19.9,33.0
0.8,1872,30059,6.7,23.7,18.7,23.1,33.2
3.6,4440,30061,6.6,22.2,22.0,25.7,35.3
46.3,120074,30063,6.8,24.8,16.2,18.2,32.0
2.5,4653,30065,6.6,22.1,21.1,25.8,36.7
6.0,16709,30067,6.7,24.6,16.8,19.8,31.9
0.3,489,30069,6.7,24.0,17.4,21.8,31.8
0.8,3946,30071,6.8,24.5,21.2,26.4,35.6
3.6,5895,30073,6.8,22.0,20.4,23.9,33.6
0.5,1672,30075,6.8,23.5,18.5,22.1,33.4
3.0,6945,30077,6.5,26.1,20.2,24.0,35.2
0.6,1078,30079,6.6,23.0,19.8,25.5,33.3
18.5,44129,30081,6.7,22.2,18.7,21.5,33.0
5.2,10780,30083,6.6,24.0,16.5,23.4,35.6
4.7,10988,30085,6.8,23.0,31.7,32.2,39.5
1.8,8902,30087,6.6,21.0,23.0,25.0,37.2
4.4,12209,30089,6.6,21.8,21.7,24.4,35.5
2.0,3297,30091,6.6,22.8,18.1,23.4,31.7
48.8,35052,30093,6.6,23.2,20.1,22.6,33.6
5.4,9711,30095,6.7,25.5,17.1,23.1,31.5
2.0,3757,30097,6.7,23.8,17.3,21.7,32.0
2.7,6171,30099,6.7,22.8,18.5,23.3,33.4
2.5,4721,30101,6.6,24.1,22.0,24.7,34.9
0.7,701,30103,6.7,22.4,19.7,23.8,33.1
1.5,7401,30105,6.8,22.8,19.6,24.6,31.9
1.5,2140,30107,6.7,22.5,22.0,27.0,33.1
1.1,966,30109,6.6,23.9,18.8,22.9,34.4
61.5,161935,30111,6.7,21.9,17.5,22.5,31.7
55.5,31243,31001,6.5,22.1,17.1,30.0,32.5
7.3,6297,31003,6.6,21.9,17.5,31.5,31.1
0.7,467,31005,6.7,20.4,17.8,30.6,30.3
1.0,752,31007,6.5,21.7,15.2,27.3,31.8
0.7,464,31009,6.6,22.8,17.1,27.4,29.4
7.6,5185,31011,6.6,23.7,17.1,28.9,29.3
10.0,10774,31013,6.4,21.6,18.4,30.8,32.2
3.6,1923,31015,6.6,22.0,17.4,29.4,30.3
2.4,2963,31017,6.7,21.6,18.9,32.5,32.7
51.5,49819,31019,6.5,21.5,16.9,26.8,30.6
13.2,6476,31021,6.6,21.9,18.4,30.0,31.3
13.7,8037,31023,6.5,24.0,17.0,27.0,32.6
47.2,26338,31025,6.6,21.9,16.4,26.7,32.9
11.3,8397,31027,6.7,20.9,15.0,27.6,30.8
4.4,3941,31029,6.3,21.9,15.4,28.3,29.6
1.0,5687,31031,6.5,20.6,16.7,29.8,30.1
7.4,8812,31033,6.5,21.7,17.0,29.8,30.9
10.9,6213,31035,6.4,21.2,17.3,32.8,31.2
25.9,10656,31037,5.9,18.2,16.7,37.6,32.2
15.5,8848,31039,6.4,21.9,16.9,29.8,29.3
4.2,10790,31041,6.7,19.9,16.9,30.8,31.9
75.7,20007,31043,5.8,17.2,16.2,40.8,32.8
6.1,8548,31045,6.6,21.2,15.4,25.1,31.1
23.2,23508,31047,5.9,19.3,16.0,36.4,30.0
4.1,1819,31049,6.5,21.4,18.0,31.3,32.2
11.8,5623,31051,6.3,21.9,16.1,29.3,30.0
69.2,36585,31053,6.5,22.8,19.3,32.4,33.1
1742.0,572163,31055,6.1,21.0,15.9,27.2,32.2
1.8,1689,31057,6.5,20.3,18.6,32.7,32.4
9.5,5460,31059,6.5,22.0,17.1,28.3,31.6
5.2,2978,31061,6.7,21.6,19.2,31.0,32.1
2.7,2627,31063,6.7,21.8,16.5,26.7,32.2
6.5,4667,31065,6.6,21.2,19.0,31.2,32.4
25.3,21546,31067,6.7,21.8,18.6,31.3,31.5
1.1,1835,31069,6.6,22.1,16.7,28.2,31.1
3.5,1979,31071,6.6,23.2,16.2,26.1,30.5
4.3,1985,31073,6.5,22.0,14.6,27.1,29.9
0.8,619,31075,6.6,21.8,17.5,28.6,31.1
4.1,2356,31077,6.7,22.7,17.2,27.0,32.3
112.3,61373,31079,6.2,18.4,14.9,33.8,30.6
17.2,9364,31081,6.7,21.9,15.4,26.5,32.4
6.1,3390,31083,6.6,22.5,16.8,28.3,31.1
1.3,922,31085,6.5,21.3,17.7,31.4,31.6
3.9,2767,31087,6.7,22.2,17.9,30.5,32.5
4.2,10063,31089,6.5,20.2,15.7,28.7,31.2
1.0,689,31091,6.6,21.9,16.4,26.4,31.0
11.4,6467,31093,6.6,23.3,16.4,28.8,31.4
12.4,7042,31095,6.6,21.5,18.9,32.3,32.9
13.5,5083,31097,6.2,23.2,18.7,30.6,33.4
12.6,6503,31099,6.6,23.3,16.4,28.5,30.9
7.6,8031,31101,6.4,21.6,17.7,28.6,31.2
1.0,811,31103,6.7,22.1,17.9,30.4,30.7
3.8,3656,31105,6.4,20.3,18.4,33.4,31.6
7.5,8339,31107,6.6,23.8,17.6,28.9,31.5
382.4,320285,31109,6.3,22.8,14.4,21.8,32.6
13.6,34915,31111,6.5,21.1,18.5,28.8,31.6
1.3,743,31113,6.6,21.4,17.7,29.0,31.1
1.2,671,31115,6.7,22.2,16.3,27.6,30.6
0.6,493,31117,6.7,20.8,18.2,28.9,31.5
61.4,35160,31119,6.3,19.5,15.5,29.8,31.9
16.0,7753,31121,6.7,22.2,17.0,28.8,32.4
3.2,4623,31123,6.3,21.5,16.7,32.1,31.7
8.0,3527,31125,6.5,23.0,18.1,31.2,31.4
17.1,6968,31127,6.7,22.0,16.9,27.5,31.8
7.2,4138,31129,6.6,21.4,18.3,30.8,31.3
26.0,16034,31131,6.7,22.1,17.7,28.4,31.4
6.1,2618,31133,6.6,20.8,20.3,33.1,32.6
3.3,2897,31135,6.7,21.5,16.2,26.9,29.1
16.7,9034,31137,6.7,21.4,15.8,27.7,29.6
12.5,7166,31139,6.6,23.5,16.2,24.8,32.0
49.7,33479,31141,6.3,21.2,14.9,28.5,31.6
11.9,5220,31143,6.5,22.2,16.5,27.8,29.4
15.0,10725,31145,6.6,20.6,18.4,31.1,32.4
14.3,7870,31147,6.6,22.3,20.0,32.8,30.7
1.3,1354,31149,6.7,22.1,15.9,27.4,31.6
24.7,14188,31151,6.1,20.8,17.1,33.2,31.0
787.2,188134,31153,6.6,19.8,13.2,24.9,31.2
28.9,21699,31155,6.6,25.5,16.9,28.1,31.7
48.1,35583,31157,6.3,18.2,16.5,32.3,35.1
30.3,17336,31159,6.7,23.3,16.3,23.8,29.8
2.2,5256,31161,6.6,20.1,18.5,33.0,32.6
5.3,2999,31163,6.6,21.8,17.7,29.4,31.4
0.6,1160,31165,6.6,21.4,16.3,29.3,30.2
13.8,5901,31167,6.6,23.9,16.3,27.0,29.2
8.7,5000,31169,6.6,24.4,17.2,29.1,31.1
1.0,724,31171,6.6,23.4,15.6,26.8,30.6
18.4,7231,31173,6.6,20.0,28.3,35.4,33.6
7.3,4149,31175,6.5,23.3,16.6,28.0,32.3
53.5,20880,31177,6.6,22.5,15.3,27.1,30.1
21.4,9468,31179,6.5,23.6,15.8,28.3,30.4
6.1,3494,31181,6.6,21.1,16.6,28.9,30.8
1.4,781,31183,6.6,21.8,18.7,31.4,32.9
23.9,13694,31185,6.6,21.0,15.8,27.3,28.2
5.1,25044,32001,6.4,17.8,18.9,25.7,37.5
289.6,2285328,32003,5.5,16.6,16.5,27.2,38.7
69.4,49225,32005,6.4,20.8,16.2,22.5,34.7
3.1,52804,32007,6.0,19.7,18.5,27.0,37.7
0.2,875,32009,6.1,17.7,20.9,29.9,39.9
0.5,2043,32011,6.3,19.9,19.6,26.4,36.6
1.7,16841,32013,6.1,19.1,18.7,27.6,38.1
1.0,5520,32015,6.1,18.0,19.6,28.2,39.1
0.5,5183,32017,6.5,19.9,18.5,23.9,36.8
29.1,58186,32019,6.2,18.2,20.6,26.7,37.7
1.2,4531,32021,6.4,17.6,22.8,28.7,40.1
2.6,47174,32023,6.3,17.9,22.5,28.7,38.8
1.1,6770,32027,6.0,19.8,20.3,27.4,38.0
15.9,4173,32029,6.4,20.2,16.3,21.6,35.5
75.4,475286,32031,6.0,18.6,15.6,21.2,35.2
1.1,9543,32033,6.2,19.7,20.4,27.3,38.3
389.5,56347,32510,6.2,19.3,17.4,26.1,38.5
153.7,61528,33001,6.8,18.9,16.8,21.1,35.0
52.9,49228,33003,6.7,19.9,17.4,22.1,34.3
108.1,76422,33005,6.5,17.6,17.6,21.9,33.2
17.7,31691,33007,6.5,17.7,21.4,27.0,39.0
52.7,90008,33009,6.9,17.8,16.3,23.2,32.2
476.6,417553,33011,6.6,19.3,15.4,22.0,36.3
162.6,151915,33013,6.8,18.2,15.9,21.1,33.1
447.6,310982,33015,6.6,18.8,14.3,20.2,32.6
354.7,130860,33017,6.6,18.1,16.5,23.3,35.1
80.5,43259,33019,6.8,17.1,19.4,23.9,32.0
585.9,680099,35001,5.6,14.5,14.8,23.4,33.3
0.5,3547,35003,6.0,17.4,19.6,26.9,31.7
10.6,64554,35005,5.4,15.5,16.8,34.1,32.8
5.9,26641,35006,5.7,15.0,21.3,33.1,38.0
3.2,11933,35007,5.5,15.7,16.0,29.8,33.7
34.7,48765,35009,5.8,15.6,17.4,29.9,31.9
0.8,1745,35011,5.6,15.7,17.9,30.3,34.4
57.4,218700,35013,5.3,15.5,15.4,28.3,33.4
14.0,58630,35015,5.5,16.0,16.1,28.1,34.0
6.8,26971,35017,5.6,15.2,14.6,27.2,33.5
1.4,4298,35019,4.9,16.4,15.7,32.5,33.0
0.3,621,35021,5.4,15.9,15.7,28.1,32.2
1.2,4193,35023,5.3,15.2,16.8,30.7,34.9
16.2,71104,35025,5.4,15.8,16.9,33.0,34.3
4.1,19639,35027,5.9,17.3,14.9,24.9,30.5
178.8,19514,35028,6.2,17.5,9.2,15.1,26.4
8.0,23697,35029,5.2,13.6,19.3,34.6,33.9
13.1,71446,35031,6.2,13.8,24.6,29.9,37.7
2.3,4530,35033,4.9,15.2,14.2,31.4,33.2
10.2,67603,35035,5.7,16.4,18.1,30.4,34.7
2.9,8248,35037,5.6,15.8,17.4,31.3,34.7
6.6,38954,35039,5.1,15.5,16.6,29.4,34.6
7.5,18414,35041,5.7,15.4,18.4,30.8,32.9
39.8,147724,35043,5.7,16.2,13.9,21.8,33.2
22.3,122909,35045,6.2,15.3,22.3,28.1,33.3
5.8,27258,35047,5.0,15.2,15.9,31.7,35.3
79.0,150930,35049,5.6,15.7,11.9,21.3,28.6
2.6,10835,35051,5.9,15.2,18.7,28.6,34.9
2.5,16588,35053,5.4,15.6,18.7,30.5,34.8
14.9,32827,35055,5.3,14.5,13.9,25.7,32.1
4.6,15491,35057,5.6,15.5,18.6,31.3,36.0
1.1,4056,35059,5.5,16.9,18.7,30.0,32.7
72.2,76940,35061,5.3,14.8,16.3,28.2,34.0
585.0,305817,36001,6.6,19.9,15.2,24.2,38.6
44.8,46118,36003,6.9,21.3,21.7,28.9,39.6
33597.3,1414324,36005,5.2,16.9,16.5,39.1,42.4
269.6,190269,36007,6.6,19.7,18.5,27.2,39.3
58.2,76112,36009,6.7,20.1,22.0,30.8,37.3
110.7,76524,36011,6.7,21.7,20.8,28.5,37.0
119.9,127072,36013,6.7,20.7,21.5,28.9,38.1
204.9,83466,36015,6.6,20.4,20.5,29.3,39.1
52.9,47229,36017,6.7,21.7,21.2,29.1,40.8
77.6,80569,36019,6.6,20.0,20.0,27.6,39.4
93.8,59510,36021,6.5,19.7,17.6,26.2,33.8
95.5,47629,36023,6.7,20.3,19.6,27.6,36.4
30.6,44120,36025,6.7,20.7,20.5,30.3,39.5
370.5,294812,36027,6.3,21.9,15.9,25.7,40.5
882.5,920134,36029,6.6,20.2,17.7,24.5,38.5
20.6,36913,36031,6.7,22.3,18.3,27.7,35.6
30.7,50088,36033,6.6,21.3,22.0,30.8,41.3
107.8,53413,36035,6.7,19.5,22.9,30.4,43.1
116.3,57343,36037,6.7,20.6,19.1,27.9,38.0
73.0,47232,36039,6.5,20.8,19.8,30.0,40.2
2.6,4418,36041,6.7,20.4,21.9,29.7,35.3
43.5,61360,36043,6.7,20.1,20.9,27.7,39.7
86.2,109309,36045,6.8,19.1,20.4,29.9,38.4
36095.7,2556145,36047,5.5,17.6,14.0,29.7,41.4
20.6,26255,36049,6.7,20.5,20.4,29.2,37.0
99.7,62962,36051,6.6,20.6,18.9,27.4,35.5
108.3,70899,36053,6.9,21.0,19.2,26.3,36.8
1129.6,742374,36055,6.2,17.8,17.6,28.2,38.4
122.3,49299,36057,6.5,19.2,21.0,31.6,39.5
4771.8,1358613,36059,6.2,20.5,12.1,23.7,39.2
71389.7,1629734,36061,5.8,21.5,11.4,22.1,37.5
401.4,209653,36063,6.6,19.8,20.9,26.7,39.8
188.7,228726,36065,6.6,21.1,19.6,29.1,41.3
592.0,460793,36067,6.4,21.6,17.3,27.7,37.5
171.0,110132,36069,6.7,21.0,16.5,24.5,36.0
475.3,385834,36071,6.1,17.9,15.4,30.2,39.6
103.0,40309,36073,6.6,19.6,21.4,31.3,39.8
123.2,117203,36075,6.8,20.9,21.4,28.5,40.3
59.4,59549,36077,6.7,21.8,19.5,25.5,35.8
427.3,98405,36079,6.3,21.6,13.5,22.8,36.5
20747.5,2251771,36081,5.2,15.2,12.4,32.2,40.1
243.6,158904,36083,6.7,20.6,17.5,26.0,37.9
8172.4,477025,36085,6.1,16.7,15.5,30.4,43.6
1879.5,326189,36087,6.0,16.6,13.4,26.0,39.3
40.2,107699,36089,6.7,21.0,21.3,30.1,37.7
284.6,230555,36091,6.6,22.6,15.0,22.5,35.2
760.7,155578,36093,6.5,20.4,17.2,25.5,38.9
49.9,31021,36095,6.7,20.9,19.3,28.3,35.4
54.4,17846,36097,6.7,20.3,21.0,29.3,35.7
105.2,34064,36099,6.6,20.2,20.8,28.9,39.8
68.5,95301,36101,6.7,19.4,21.2,28.1,35.0
1620.0,1477528,36103,6.3,19.7,13.7,26.6,38.2
78.1,75624,36105,6.2,19.3,18.7,30.8,42.2
93.0,48245,36107,6.8,21.7,19.7,26.7,39.9
215.7,102377,36109,6.7,18.6,15.2,24.0,32.8
158.2,177798,36111,6.5,19.7,16.8,27.1,37.2
73.9,64057,36113,6.7,21.4,16.8,25.6,35.2
73.7,61254,36115,6.6,20.8,19.9,27.8,37.9
148.9,89892,36117,6.6,20.7,19.2,27.8,39.6
2249.1,968247,36119,5.9,17.4,10.7,24.9,36.7
67.2,39858,36121,6.6,21.2,19.9,27.7,38.4
73.5,24867,36123,6.7,20.0,20.0,28.2,33.1
402.3,170548,37001,6.3,15.5,19.4,30.0,38.2
144.8,37646,37003,6.7,16.7,22.4,29.2,36.1
47.6,11194,37005,6.7,15.9,23.7,32.2,36.4
46.3,24584,37007,6.2,15.0,24.2,34.1,41.9
64.3,27384,37009,6.7,17.3,21.7,27.3,35.2
71.3,17610,37011,6.7,17.6,22.9,28.8,35.8
57.0,47128,37013,6.4,15.2,21.3,29.3,39.1
27.0,18912,37015,6.1,14.1,24.5,34.8,42.9
37.4,32704,37017,6.3,14.2,24.2,33.3,38.8
171.3,145089,37019,6.7,17.1,18.7,24.7,34.9
399.5,262365,37021,6.8,17.4,17.1,22.9,31.0
178.8,90648,37023,6.6,15.8,23.2,29.4,37.3
602.9,218090,37025,6.4,16.3,17.0,25.3,34.9
174.7,82384,37027,6.7,16.5,23.8,29.8,36.7
45.5,10941,37029,6.6,17.7,20.7,25.9,36.2
137.9,69820,37031,6.7,18.4,18.8,25.4,35.2
53.3,22666,37033,6.4,16.0,22.7,30.9,37.7
401.3,160021,37035,6.6,15.5,20.4,28.2,37.6
110.3,75255,37037,6.5,16.3,15.9,22.9,33.8
63.3,28826,37039,6.8,16.7,22.8,27.6,37.7
81.0,13965,37041,6.4,15.6,21.4,30.0,37.7
52.8,11339,37043,6.8,17.2,21.1,27.4,35.8
211.8,98313,37045,6.6,15.7,23.4,30.2,38.5
59.2,55520,37047,6.4,14.7,24.5,33.7,41.1
144.3,102334,37049,6.5,16.8,19.2,27.5,39.0
513.8,335139,37051,6.2,15.4,19.5,30.5,42.0
107.3,28090,37053,6.7,17.8,19.0,24.4,34.8
97.0,37174,37055,6.7,18.2,16.7,21.9,32.5
304.7,168374,37057,6.5,16.7,22.3,29.2,36.5
163.1,43079,37059,6.6,17.0,19.8,26.2,36.0
71.9,58698,37061,6.2,14.2,22.8,35.3,38.9
1127.3,322388,37063,6.1,14.6,15.2,26.7,36.7
101.6,51354,37065,6.1,13.9,24.6,36.1,42.5
940.2,383727,37067,6.3,15.2,17.9,26.7,37.6
143.0,70319,37069,6.4,16.3,20.9,29.8,38.3
634.2,225802,37071,6.6,15.2,21.1,29.6,37.6
34.1,11597,37073,6.4,16.3,21.7,28.8,38.5
29.0,8459,37075,6.8,16.6,24.7,30.4,36.6
114.4,60836,37077,6.3,15.9,20.6,29.2,37.5
79.3,21085,37079,6.1,15.2,23.6,34.6,39.9
834.4,538745,37081,6.3,14.9,18.7,27.5,37.8
68.9,49911,37083,6.1,13.7,26.2,36.3,42.3
229.5,136535,37085,6.4,14.9,19.6,28.1,37.0
113.3,62720,37087,6.8,17.4,19.8,24.3,37.0
317.2,118348,37089,6.6,17.2,17.6,24.3,34.1
66.8,23594,37091,6.0,14.2,23.5,33.7,42.3
141.7,55362,37093,6.1,15.1,21.4,32.0,38.6
8.1,4988,37095,6.3,16.1,24.0,34.0,38.8
319.0,183058,37097,6.5,17.0,18.8,26.1,34.3
89.7,44012,37099,6.8,17.0,20.5,26.3,36.5
267.4,211601,37101,6.4,15.7,19.3,28.5,35.6
20.1,9443,37103,6.4,14.8,24.6,34.1,38.6
243.4,62060,37105,6.4,15.7,19.6,30.3,37.7
139.6,55919,37107,6.2,14.2,24.1,34.4,40.5
291.0,86706,37109,6.6,16.6,19.3,25.5,36.1
104.3,45955,37111,6.7,16.6,23.2,29.6,36.4
70.1,36140,37113,6.7,16.7,20.2,28.0,33.5
48.7,21893,37115,6.8,17.0,20.9,26.8,35.4
48.7,22446,37117,6.2,14.5,23.3,31.7,39.8
2126.0,1113690,37119,6.1,17.2,14.9,22.3,35.4
67.8,15019,37121,6.7,17.1,21.2,28.2,34.4
55.5,27282,37123,6.4,15.7,21.3,31.2,37.6
145.6,101590,37125,6.6,16.9,17.2,23.7,34.7
174.8,94450,37127,6.3,14.7,21.1,30.0,38.5
1230.6,235705,37129,6.7,17.9,16.9,23.0,34.4
36.2,19447,37131,6.1,14.0,24.6,34.3,42.4
259.3,197802,37133,6.4,17.4,19.3,28.9,40.5
373.6,148696,37135,6.4,16.4,14.1,21.4,31.1
38.0,12791,37137,6.5,16.5,21.6,28.5,37.0
176.2,39979,37139,6.3,15.9,21.1,29.8,37.9
73.1,63617,37141,6.5,17.3,19.0,26.8,36.3
54.7,13510,37143,6.5,16.5,21.3,27.9,37.5
101.0,39630,37145,6.4,16.1,22.1,29.7,38.2
278.0,181256,37147,6.3,15.3,19.2,29.7,38.1
87.6,20826,37149,6.8,17.5,18.5,24.7,33.6
184.1,144037,37151,6.6,16.0,21.8,30.6,34.3
94.7,44875,37153,6.4,14.4,25.3,33.9,40.3
137.4,130397,37155,6.5,13.6,28.7,36.2,41.3
161.4,91290,37157,6.5,16.0,22.9,30.3,36.3
279.1,142730,37159,6.5,15.5,20.7,29.5,38.3
119.3,67294,37161,6.6,15.4,23.1,29.9,35.7
67.4,63667,37163,6.2,14.2,22.1,33.2,37.5
109.2,34802,37165,6.3,14.4,26.7,34.1,40.9
159.7,63091,37167,6.7,16.9,21.7,27.8,36.5
101.8,45680,37169,6.8,17.0,23.0,27.7,36.0
135.1,71897,37171,6.6,15.8,22.9,29.4,36.9
27.1,14335,37173,6.8,15.9,26.3,30.7,38.6
91.5,34620,37175,6.8,17.5,20.1,25.5,34.7
10.3,4005,37177,6.1,15.1,24.9,35.0,42.3
382.4,241512,37179,6.4,16.8,17.7,24.4,34.2
175.9,44586,37181,6.2,13.9,24.3,35.7,41.5
1338.7,1118126,37183,6.2,17.5,12.6,20.2,31.9
46.1,19770,37185,6.2,14.6,24.6,34.3,41.6
33.3,11580,37187,6.2,14.5,24.2,34.1,40.6
180.6,56449,37189,6.8,16.5,19.3,25.8,33.3
222.9,123306,37191,6.2,15.1,21.1,31.2,38.5
90.9,68557,37193,6.8,15.8,23.3,29.9,37.5
222.7,82008,37195,6.2,14.2,22.5,34.5,39.7
112.8,37770,37197,6.6,16.4,22.3,29.2,35.2
58.1,18176,37199,6.8,16.9,22.0,28.5,35.3
2.2,2206,38001,6.7,22.4,18.1,28.5,31.7
7.0,10405,38003,6.7,23.2,17.9,28.2,32.4
4.9,6827,38005,6.8,19.5,28.9,39.0,40.9
0.8,928,38007,6.6,22.9,17.4,28.1,31.9
3.8,6263,38009,6.7,23.7,18.2,29.5,34.4
2.6,3008,38011,6.7,23.2,17.8,28.4,32.3
1.9,2106,38013,6.8,24.0,17.7,29.4,32.9
58.8,95997,38015,6.7,21.5,16.5,25.5,32.3
103.7,182946,38017,6.7,21.7,16.1,22.8,31.3
2.5,3762,38019,6.7,23.3,18.3,27.7,29.1
4.3,4874,38021,6.8,22.6,16.7,25.4,32.8
1.8,2261,38023,6.7,21.8,19.6,30.6,32.6
2.2,4425,38025,6.7,23.0,17.7,30.6,33.0
3.6,2292,38027,6.7,22.8,18.3,31.3,32.2
2.1,3245,38029,6.8,22.8,19.4,31.6,32.2
5.0,3207,38031,6.8,23.6,17.5,27.7,31.9
1.8,1753,38033,6.8,22.9,17.5,28.8,31.2
48.2,69247,38035,6.7,22.5,15.9,26.7,31.5
1.4,2268,38037,6.8,22.4,20.6,32.3,32.0
3.2,2236,38039,6.8,22.6,18.1,29.3,31.3
2.2,2501,38041,6.8,21.9,20.7,31.5,32.1
1.8,2478,38043,6.7,22.7,19.7,35.3,34.0
3.5,4034,38045,6.8,21.1,19.4,31.1,31.9
1.9,1844,38047,6.8,23.6,20.1,30.6,32.8
3.1,5733,38049,6.7,24.2,18.4,30.0,32.1
2.6,2498,38051,6.8,20.9,19.8,31.6,31.9
5.6,15330,38053,6.6,20.5,18.5,29.4,33.3
4.5,9447,38055,6.8,21.8,18.7,28.9,33.1
7.8,8154,38057,6.7,24.4,18.3,29.8,31.3
16.3,31469,38059,6.7,23.4,17.6,27.6,30.0
5.8,10552,38061,6.6,23.0,20.8,31.5,35.1
2.9,2879,38063,6.8,24.1,18.0,28.1,32.1
2.7,1965,38065,6.7,23.7,17.8,28.3,33.0
6.1,6801,38067,6.7,24.0,18.8,28.3,33.6
3.9,3966,38069,6.8,23.4,19.8,30.4,32.3
9.7,11477,38071,6.7,24.0,17.7,28.9,32.6
6.1,5219,38073,6.7,22.6,18.5,29.8,32.3
2.6,2317,38075,6.7,23.9,17.3,28.1,32.8
11.3,16164,38077,6.7,24.6,17.5,28.4,33.1
15.6,14096,38079,7.0,20.7,31.1,38.0,38.0
4.5,3905,38081,6.7,25.1,17.5,28.9,31.7
1.3,1309,38083,6.8,22.9,21.0,32.8,34.3
3.8,4202,38085,6.9,17.5,34.0,43.4,41.2
0.6,746,38087,6.7,23.5,17.5,28.9,31.7
23.7,31594,38089,6.6,22.0,18.9,29.5,32.6
2.7,1893,38091,6.7,24.2,15.5,25.4,30.8
9.3,20701,38093,6.7,23.1,19.3,32.4,31.0
2.1,2182,38095,6.7,22.4,19.9,31.5,33.4
9.3,8057,38097,6.7,23.8,16.5,27.1,31.2
8.3,10637,38099,6.5,21.8,18.3,32.8,34.2
33.5,67410,38101,6.7,22.3,17.5,28.0,34.0
3.0,3834,38103,6.8,22.6,18.2,28.9,32.2
18.3,37963,38105,6.4,22.0,18.2,29.5,33.6
47.5,27725,39001,6.9,16.6,30.2,36.3,43.7
254.1,102294,39003,6.6,17.5,22.8,34.0,41.9
126.6,53550,39005,6.8,19.0,23.6,30.8,39.0
138.6,97260,39007,6.6,17.5,27.0,35.2,43.2
129.6,65267,39009,6.8,18.1,25.0,31.6,40.8
113.9,45702,39011,6.7,20.0,21.6,27.8,37.7
126.0,67029,39013,6.8,17.7,25.8,33.8,40.3
88.8,43516,39015,6.8,17.2,24.4,32.4,39.5
822.3,384046,39017,6.6,18.4,21.8,27.6,37.4
68.2,26902,39019,6.8,18.5,24.2,30.2,41.8
90.9,38950,39021,6.8,18.7,23.5,29.3,39.0
337.6,134171,39023,6.6,18.3,24.9,30.8,42.7
457.9,207021,39025,6.7,18.8,23.1,28.5,36.7
102.8,42021,39027,6.8,18.5,25.6,32.5,41.1
191.7,101939,39029,6.8,18.8,25.4,33.0,39.0
65.0,36658,39031,6.8,18.6,27.3,33.5,39.5
103.4,41534,39033,6.9,18.5,26.1,30.6,42.0
2700.0,1234398,39035,6.3,17.3,21.5,28.5,44.9
85.5,51136,39037,6.8,18.3,24.1,31.0,40.4
92.7,38122,39039,6.6,18.7,21.4,30.2,39.9
474.9,210414,39041,6.6,18.1,15.0,20.9,36.4
295.6,74370,39043,6.7,17.6,23.0,28.8,40.2
313.6,158181,39045,6.6,17.3,20.8,28.5,40.4
70.3,28561,39047,6.8,17.3,27.1,34.7,42.1
2479.2,1319380,39049,6.6,18.6,20.3,28.0,40.6
104.0,42167,39051,6.6,18.4,21.1,30.1,39.3
64.1,29909,39053,6.8,17.7,26.5,34.5,42.2
234.3,93749,39055,6.7,20.6,19.1,26.2,36.9
410.2,169725,39057,6.7,19.0,18.6,26.1,38.0
74.5,38918,39059,6.8,19.0,26.2,32.2,42.0
2017.0,818738,39061,6.3,20.0,20.0,27.6,36.9
142.7,75810,39063,6.7,18.3,21.1,26.9,39.1
66.8,31407,39065,6.8,19.5,24.5,31.0,41.0
37.4,15059,39067,6.8,18.3,27.8,32.8,41.8
64.9,26991,39069,6.6,18.7,21.6,27.2,38.9
78.2,43244,39071,6.8,17.0,28.5,34.3,41.4
67.2,28312,39073,6.8,18.0,25.9,32.6,42.1
103.8,43861,39075,6.8,17.9,28.9,33.5,41.1
